Model	Item	Part No.	Alternate No.	Part Description (TCLNA)	Price
H10W35W	6.7	22007-001233	10303-100046	Capacitor	$35.00
H10W35W	6.8	41507-000241	41505-000050	Electrical Box Cover	$13.00
H10W35W	7	22007-001233	42004-000143	Centrifugal Fan	$35.00
H10W35W	11	41106-004212	41503-000002	Back Partition plate	$13.00
H10W35W	16	42004-000100	210736633	Propeller Fan	$4.04
H10W35W	23	210901457C	22013-004958	Remote Controller	$7.96
H10W35W	25	210901454	10104-100023	Sensor Assembly	$2.96
H10W35W	26.1	210737020	41214-000499	Window Sash seal sponge	$3.00
H10W35W	26.2	210737051	42006-000235	Foam Top window Gasket Sponge	$2.00
H10W35W	26.3	210826772	41509-000021	Top mounting Rail	$5.45
H10W35W	26.4	FPKW8K	41599-000321	Filler Panels	$10.00
H10W35W	26.5	210736630	41509-000042	Filler Panels left Rail	$5.04
H10W35W	26.6	210736629	41509-000032	Filler Panels right Rail	$5.04
H10W35W	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
H10W35W	26.8.2	210826603	41214-000132	Sash lock	$2.00
H10W35W	26.8.3	210826602	41214-000139	Lock Frame	$2.00
H12W35W	1	41507-000241	41507-000241	Front Panel Assembly	$13.00
H12W35W	5	210736617	41507-000133	Air filter	$4.14
H12W35W	8	42004-000243	42004-000243	centrifugal fan	$5.00
H12W35W	15	22001-000166	210901435	Fan motor	$45.82
H12W35W	21	41505-000479	41505-000479	remote control operating indicator panel	$13.70
H12W35W	22	41507-000235	41507-000235	Remote control panel	$4.00
H12W35W	28	31501-000023	31501-000023	Main pcb	$19.00
H12W35W	31	210826820	41509-000023	Top mounting rail	$5.08
H12W35W	32	FPKW10-12K	41509-000004	Filler Panels assembly	$10.00
H12W35W	33	210736622	41509-000044	Filler Panels left Rail	$4.08
H12W35W	34	210736623	41509-000034	Filler Panels right Rail	$4.08
H12W35W	43	210901457C	22013-004958	remote controler	$7.96
H12W35W	44	22007-001233	22007-001233	Power cord	$35.00
H12W35W	45	210901539	10104-100026	Sensor	$6.96
H14W35W	1	41507-000241	41507-000241	Front panel Assembly	$13.00
H14W35W	5	210736617	41507-000133	Air filter	$4.14
H14W35W	15	22001-000166	210901435	Fan motor	$45.82
H14W35W	21	41505-000479	41505-000479	remote control operating indicator panel	$13.70
H14W35W	22	41507-000235	41507-000235	Remote control panel	$4.00
H14W35W	28	31501-000028	31501-000028	window unit main pcb	$19.00
H14W35W	31	210826820	41509-000023	Top mounting rail	$5.08
H14W35W	32	FPKW10-12K	41509-000004	Filler Panels assembly	$10.00
H14W35W	33	210736622	41509-000044	Filler Panels left Rail	$4.08
H14W35W	34	210736623	41509-000034	Filler Panels right Rail	$4.08
H14W35W	41	210901457C	22013-004958	remote controler	$7.96
H14W35W	42	22007-001233	22007-001233	Power cord	$35.00
H14W35W	43	210901539	10104-100026	Sensor	$6.96
H24W34WH	1	41106-000024	41106-000024	Front Panel Assembly	$13.00
H24W34WH	5	41507-000134	41507-000134	Air filter	$7.00
H24W34WH	12	92014-000276	92014-000276	compressor	$180.00
H24W34WH	22	41507-000033	41507-000033	Remote control panel	$4.00
H24W34WH	26	1170100029A	10303-100018	Fan motor capacitor	$8.00
H24W34WH	28	31502-000010	31502-000010	window unit main pcb	$20.00
H24W34WH	31	41509-000025	41509-000025	Top mounting rail	$5.00
H24W34WH	32	41509-000002	41509-000002	Filler Panels assembly	$7.00
H24W34WH	43	22013-005651	22013-005651	remote controller	$8.00
H24W34WH	44	22007-000067	22007-000067	Power cord	$15.00
H24W34WH	45	210901454	10104-100023	Sensor	$2.96
H24W34WH	46	210901539	10104-100026	Sensor	$6.96
H24W34WH	49	210826659	41214-000318	Support Bracket(Left)	$13.68
H24W34WH	50	210826660	41214-000317	Support Bracket(Right)	$13.68
H24W34WH	52	32001-000308	32001-000308	WIFI module	$10.00
H24W34WH		1170100025A	22003-000006	Compressor capacitor	$10.00
H6W35W	1	41507-000028	210736451	Remote control panel	$4.00
H6W35W	4	42008-000188	42008-000188	Air filter	$7.00
H6W35W	10	42004-000142	210736487	Centrifugal fan	$10.00
H6W35W	11	210826768	41509-000019	Top mounting Rail	$3.60
H6W35W	13.2	210901454	10104-100023	Sensor	$2.96
H6W35W	13.3	22007-001232	22007-001232	Power cord	$35.00
H6W35W	13.5	31501-000024	31501-000024	window unit main pcb	$19.00
H6W35W	16	22001-000168	210901378A	Fan motor	$24.00
H6W35W	20	42004-000184	42004-000184	Propeller fan	$2.88
H6W35W	22	210901457C	22013-004958	remote controller	$7.96
H6W35W	28	FPKW5-6K	41509-000075	Filler Panels assembly	$6.00
H8W35W	1	41106-004212	41106-004212	Front Panel Assembly	$13.00
H8W35W	5	210736640	42008-000061	Air filter	$7.50
H8W35W	15	22001-000606	22001-000606	motor	$45.82
H8W35W	16	42004-000100	210736633	Propeller fan	$4.04
H8W35W	22	41507-000226	41507-000226	Remote control panel	$13.70
H8W35W	28	31501-000026	31501-000026	window unit main pcb	$34.00
H8W35W	31	210826772	41509-000021	Top mounting rail	$5.45
H8W35W	32	FPKW8K	41599-000321	Filler Panels assembly	$10.00
H8W35W	33	210736630	41509-000042	Filler Panels left Rail	$5.04
H8W35W	34	210736629	41509-000032	Filler Panels right Rail	$5.04
H8W35W	40	210901457C	22013-004958	Remote Controller	$7.96
H8W35W	41	22007-001232	22007-001232	Power cord	$35.00
H8W35W	42	210901454	210901454	Sensor	$2.96
W10W9E2-3	2	41106-007562	41106-007562	Front Panel Assembly	$19.00
W10W9E2-3	3	210736640	42008-000061	Air Filter	$7.50
W10W9E2-3	6.1	41507-001079	41507-001079	Control Box panel	$4.00
W10W9E2-3	6.2	31502-000058	31502-000058	Display pcb	$12.16
W10W9E2-3	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
W10W9E2-3	14	22001-000171	22001-000171	Fan Motor	$45.82
W10W9E2-3	16	42004-000100	210736633	Propeller Fan	$4.04
W10W9E2-3	23	210901457C	22013-004958	Remote Controller	$7.96
W10W9E2-3	25	210901454	10104-100023	Sensor Assembly	$2.96
W10W9E2-3	26.1	210737020	41214-000499	Window Sash seal	$3.00
W10W9E2-3	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W10W9E2-3	26.3	210826772	41509-000021	Top mounting Rail	$5.45
W10W9E2-3	26.4	FPKW8K	41599-000321	Filler Panels	$10.00
W10W9E2-3	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W10W9E2-3	26.8.2	210826603	41214-000132	Sash lock	$2.00
W10W9E2-3	26.8.3	210826602	41214-000139	Lock Frame	$2.00
W10W9E2-3		GSK8-15K		Window Foam Insulation Strips	$4.00
W10W9E2-B3	2	41106-016061	41106-016061	Front Panel Assembly	$19.00
W10W9E2-B3	3	210736640A	41507-000135	Air Filter	$3.20
W10W9E2-B3	6.2	31502-000058	31502-000058	Display pcb	$12.16
W10W9E2-B3	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
W10W9E2-B3	14	22001-000171	22001-000171	Fan Motor	$45.82
W10W9E2-B3	16	42004-000100	210736633	Propeller Fan	$4.04
W10W9E2-B3	23	210902090A	22013-005195	Remote Controller	$12.24
W10W9E2-B3	24	22007-000979	210901453K	Power cord	$20.00
W10W9E2-B3	25	210901454	10104-100023	Sensor Assembly	$2.96
W10W9E2-B3	26.1	210737020	41214-000499	Window Sash seal	$3.00
W10W9E2-B3	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W10W9E2-B3	26.3	210826772A	41509-000022	Top mounting Rail	$6.24
W10W9E2-B3	26.4	41599-000323	41599-000323	Filler Panel Kit (Black)	$10.00
W10W9E2-B3	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W10W9E2-B3	26.8.2	210826603B	41214-000133	Sash lock	$0.60
W10W9E2-B3	26.8.3	210826602A	41214-000140	Lock Frame	$0.50
W10W9E2-B3		GSK8-15K		Window Foam Insulation Strips	$4.00
W12W9E2-3	1	41507-001129	41507-001129	Front Panel Assembly	$19.00
W12W9E2-3	1.2	210736617	41507-000133	Air Filter	$4.14
W12W9E2-3	2.1	210901539	10104-100026	Sensor Assembly	$6.96
W12W9E2-3	2.6	31502-000058	31502-000058	Display PCB	$12.16
W12W9E2-3	2.9	31501-000023	31501-000023	Main pcb	$19.00
W12W9E2-3	10	22001-000166	210901435	Fan Motor	$45.82
W12W9E2-3	11	42004-000243	42004-000243	Centrifugal Fan	$5.00
W12W9E2-3	18	22007-001233	22007-001233	Power cord	$35.00
W12W9E2-3	23	210901457C	22013-004958	Remote Controller	$7.96
W12W9E2-3	24.1	210737020	41214-000499	Window Sash seal	$3.00
W12W9E2-3	24.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W12W9E2-3	24.3	FPKW10-12K	41509-000004	Filler Panel Kit White 10-14K	$10.00
W12W9E2-3	25	210826820	41509-000023	Top mounting Rail	$5.08
W12W9E2-3	24.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W12W9E2-3	24.7.2	210826603	41214-000132	Sash lock	$2.00
W12W9E2-3	24.7.3	210826602	41214-000139	Lock Frame	$2.00
W12W9E2-3		FPKW10-12K	41509-000004 	Filler Panel Kit White 10-14K	$10.00
W12W9E2-3		GSK8-15K		Window Foam Insulation Strips	$4.00
W14W9E2-3	1	41507-001129	41507-001129	Front Panel Assembly	$19.00
W14W9E2-3	1.2	210736617	41507-000133	Air Filter	$4.14
W14W9E2-3	2.1	210901539	10104-100026	Sensor Assembly	$6.96
W14W9E2-3	2.6	31502-000058	31502-000058	Display PCB	$12.16
W14W9E2-3	2.9	31501-000028	31501-000028	Main pcb	$19.00
W14W9E2-3	10	22001-000166	210901435	Fan Motor	$45.82
W14W9E2-3	18	22007-001233	22007-001233	Power cord	$35.00
W14W9E2-3	23	210901457C	22013-004958	Remote Controller	$7.96
W14W9E2-3	24.1	210737020	41214-000499	Window Sash seal	$3.00
W14W9E2-3	24.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W14W9E2-3	24.3	41399-000020	41399-000020	Insulation strip sponge	$19.00
W14W9E2-3	25	210826820	41509-000023	Top mounting Rail	$5.08
W14W9E2-3	24.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W14W9E2-3	24.8.2	210826603	41214-000132	Sash lock	$2.00
W14W9E2-3	24.8.3	210826602	41214-000139	Lock Frame	$2.00
W14W9E2-3		FPKW10-12K	41509-000004	Filler Panel Kit White 10-14K	$10.00
W14W9E2-3		GSK8-15K		Window Foam Insulation Strips	$4.00
W5W3M	7	42004-000184	42004-000184	Propeller Fan	$2.88
W5W3M	11	42004-000185	42004-000185	Centrifugal Fan	$5.00
W5W3M	17	31501-000024	31501-000024	Main pcb	$19.00
W5W3M	21	41507-000593	41507-000593	Front Panel	$19.00
W5W3M	26	42008-000208	42008-000208	Air Filter	$7.00
W5W3M	32	210901457C	22013-004958	Remote Controller	$7.96
W5W3M	33	22007-001232	22007-001232	Power cord	$35.00
W5W3M	34	210901454	10104-100023	Sensor Assembly	$2.96
W5W3M	35.3	210826768	41509-000019	Top mounting Rail	$3.60
W5W3M	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W5W3M	35.7.2	210826603	41214-000132	Sash lock	$2.00
W5W3M	35.7.3	210826602	41214-000139	Lock Frame	$2.00
W5W3M		FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
W5W3M		GSK5-6K	GSK5-6K	Window Foam Insulation Strips	$4.00
W5W3M-B	7	42004-000184	42004-000184	Propeller Fan	$2.88
W5W3M-B	11	42004-000185	42004-000185	Centrifugal Fan	$5.00
W5W3M-B	17	31501-000024	31501-000024	Main pcb	$19.00
W5W3M-B	21	41507-001094	41507-001094	Front Panel	$19.00
W5W3M-B	26	42008-000237	42008-000237	Air Filter	$7.00
W5W3M-B	32	210902090A	22013-005195	Remote Controller	$12.24
W5W3M-B	33	210901453H	22007-000090	Power cord	$27.36
W5W3M-B	34	210901454	10104-100023	Sensor Assembly	$2.96
W5W3M-B	35.3	210826768A	41509-000020	Top mounting Rail	$4.32
W5W3M-B	35.4	FPKB-5K	41509-000076	Filler Panel Kit White 5-6K	$6.00
W5W3M-B	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W5W3M-B	35.7.2	210826603B	41214-000133	Sash lock	$0.60
W5W3M-B	35.7.3	210826602A	41214-000140	Lock Frame	$0.50
W5W3M-B		FPKB-5K	41509-000076	Filler Panel Kit Black 5K-6K	$6.00
W5W3M-B		GSK5-6K	GSK5-6K	Window Foam Insulation Strips	$4.00
W5WM-3	2	41507-000593	41507-000593	Front Panel Assembly	$19.00
W5WM-3	4	41505-000399	41505-000399	Knob	$2.00
W5WM-3	5	42008-000208	42008-000208	Air Filter	$7.00
W5WM-3	9	42004-000185	42004-000185	Centrifugal Fan	$5.00
W5WM-3	17	42004-000184	42004-000184	Propeller Fan	$2.88
W5WM-3	24	22007-001232	22007-001232	Power cord	$35.00
W5WM-3	25.2	210826768	41509-000019	Top mounting Rail	$3.60
W5WM-3	25.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
W5WM-3	25.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W5WM-3	25.7.2	210826603	41214-000132	Sash lock	$2.00
W5WM-3	25.7.3	210826602	41214-000139	Lock Frame	$2.00
W5WM-3		FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
W5WM-3		GSK5-6K	GSK5-6K	Window Foam Insulation Strips	$4.00
W5WM-B3	2	41507-001094	41507-001094	Front Panel Assembly	$19.00
W5WM-B3	4	41505-000592	41505-000592	Knob	$2.00
W5WM-B3	5	42008-000237	42008-000237	Air Filter	$7.00
W5WM-B3	9	42004-000185	42004-000185	Centrifugal Fan	$5.00
W5WM-B3	17	42004-000184	42004-000184	Propeller Fan	$2.88
W5WM-B3	24	210901453H	22007-000090	Power cord	$27.36
W5WM-B3	25.2	210826768A	41509-000020	Top mounting Rail	$4.32
W5WM-B3	25.4	FPKB-5K	41509-000076	Filler Panel Kit White 5-6K	$6.00
W5WM-B3	25.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W5WM-B3	25.7.2	210826603B	41214-000133	Sash lock	$0.60
W5WM-B3	25.7.3	210826602A	41214-000140	Lock Frame	$0.50
W5WM-B3		FPKB-5K	41509-000076	Filler Panel Kit Black 5K-6K	$6.00
W5WM-B3		GSK5-6K	GSK5-6K	Window Foam Insulation Strips	$4.00
W6W32	7	42004-000184	42004-000184	Propeller Fan	$2.88
W6W32	8	22001-000168	210901378A	Fan Motor	$24.00
W6W32	11	42004-000142	210736487	Centrifugal Fan	$10.00
W6W32	17	31502-000011	31502-000011	Main pcb	$34.00
W6W32	20	41507-000028	210736451	Control Box panel	$4.00
W6W32	21	41507-000593	41507-000593	Front Panel	$19.00
W6W32	26	42008-000208	42008-000208	Air Filter	$7.00
W6W32	32	210901457C	22013-004958	Remote Controller	$7.96
W6W32	33	210901453	22007-000068	Power cord	$28.89
W6W32	34	210901454	10104-100023	Sensor Assembly	$2.96
W6W32	35.3	210826768	41509-000019	Top mounting Rail	$3.60
W6W32	35.4	FPKW5-6K	41509-000075	Filler Panel Kit White 5-6K	$6.00
W6W32	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W6W32	35.7.2	210826603	41214-000132	Sash lock	$2.00
W6W32	35.7.3	210826602	41214-000139	Lock Frame	$2.00
W6W32-B	7	42004-000184	42004-000184	Propeller Fan	$2.88
W6W32-B	8	22001-000168	210901378A	Fan Motor	$24.00
W6W32-B	11	42004-000142	210736487	Centrifugal Fan	$10.00
W6W32-B	17	31502-000011	31502-000011	Main pcb	$34.00
W6W32-B	21	41507-001094	41507-001094	Front Panel	$19.00
W6W32-B	26	42008-000237	42008-000237	Air Filter	$7.00
W6W32-B	32	210902090A	22013-005195	Remote Controller	$12.24
W6W32-B	33	210901453H	22007-000090	Power cord	$27.36
W6W32-B	34	210901454	10104-100023	Sensor Assembly	$2.96
W6W32-B	35.3	210826768A	41509-000020	Top mounting Rail	$4.32
W6W32-B	35.7.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W6W32-B	35.7.2	210826603B	41214-000133	Sash lock	$0.60
W6W32-B	35.7.3	210826602A	41214-000140	Lock Frame	$0.50
W6W32-B		FPKB-5K	41509-000076	Filler Panel Kit Black 5K-6K	$6.00
W6W32-B		GSK5-6K	GSK5-6K	Window Foam Insulation Strips	$4.00
W8W9E2-3	2	41106-007562	41106-007562	Front Panel Assembly	$19.00
W8W9E2-3	3	210736640	42008-000061	Air Filter	$7.50
W8W9E2-3	6.1	41507-001079	41507-001079	Control Box panel	$4.00
W8W9E2-3	6.2	31502-000058	31502-000058	Display pcb	$12.16
W8W9E2-3	6.3	31501-000026	31501-000026	Main pcb	$34.00
W8W9E2-3	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
W8W9E2-3	14	22001-000606	22001-000606	Fan Motor	$45.82
W8W9E2-3	16	42004-000100	210736633	Propeller Fan	$4.04
W8W9E2-3	23	210901457C	22013-004958	Remote Controller	$7.96
W8W9E2-3	24	22007-001232	22007-001232	Power cord	$35.00
W8W9E2-3	25	210901454	10104-100023	Sensor Assembly	$2.96
W8W9E2-3	26.1	210737020	41214-000499	Window Sash seal	$3.00
W8W9E2-3	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W8W9E2-3	26.3	210826772	41509-000021	Top mounting Rail	$5.45
W8W9E2-3	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W8W9E2-3	26.8.2	210826603	41214-000132	Sash lock	$2.00
W8W9E2-3	26.8.3	210826602	41214-000139	Lock Frame	$2.00
W8W9E2-3		FPKW8K	41599-000321	Filler Panel Kit White 8K	$10.00
W8W9E2-3		GSK8-15K	GSK8-15K	Window Foam Insulation Strips	$4.00
W8W9E2-B3	2	41106-016061	41106-016061	Front Panel Assembly	$19.00
W8W9E2-B3	3	210736640A	41507-000135	Air Filter	$3.20
W8W9E2-B3	6.2	31502-000058	31502-000058	Display pcb	$12.16
W8W9E2-B3	6.3	31501-000026	31501-000026	Main pcb	$34.00
W8W9E2-B3	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
W8W9E2-B3	14	22001-000606	22001-000606	Fan Motor	$45.82
W8W9E2-B3	16	42004-000100	210736633	Propeller Fan	$4.04
W8W9E2-B3	23	210902090A	22013-005195	Remote Controller	$12.24
W8W9E2-B3	24	210901453H	22007-000090	Power cord	$27.36
W8W9E2-B3	25	210901454	10104-100023	Sensor Assembly	$2.96
W8W9E2-B3	26.1	210737020	41214-000499	Window Sash seal	$3.00
W8W9E2-B3	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W8W9E2-B3	26.3	210826772A	41509-000022	Top mounting Rail	$6.24
W8W9E2-B3	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W8W9E2-B3	26.8.2	210826603B	41214-000133	Sash lock	$0.60
W8W9E2-B3	26.8.3	210826602A	41214-000140	Lock Frame	$0.50
W8W9E2-B3		41599-000323	41599-000323	Filler Panel Kit (Black)	$10.00
W8W9E2-B3		GSK8-15K	GSK8-15K	Window Foam Insulation Strips	$4.00
W8W9E2-B3C	2	41106-016061	41106-016061	Front Panel Assembly	$19.00
W8W9E2-B3C	3	210736640A	41507-000135	Air Filter	$3.20
W8W9E2-B3C	6.2	31502-000058	31502-000058	Display pcb	$12.16
W8W9E2-B3C	6.3	31501-000026	31501-000026	Main pcb	$34.00
W8W9E2-B3C	7	42004-000143	42004-000143	Centrifugal Fan	$5.00
W8W9E2-B3C	14	22001-000606	22001-000606	Fan Motor	$45.82
W8W9E2-B3C	16	42004-000100	210736633	Propeller Fan	$4.04
W8W9E2-B3C	23	210902090A	22013-005195	Remote Controller	$12.24
W8W9E2-B3C	24	210901453H	22007-000090	Power cord	$27.36
W8W9E2-B3C	25	210901454	10104-100023	Sensor Assembly	$2.96
W8W9E2-B3C	26.1	210737020	41214-000499	Window Sash seal	$3.00
W8W9E2-B3C	26.2	210737051	42006-000235	Foam Top window Gasket	$2.00
W8W9E2-B3C	26.3	210826772A	41509-000022	Top mounting Rail	$6.24
W8W9E2-B3C	26.8.1	1193070510	A2004-000143	Screw Kit Black	$4.00
W8W9E2-B3C	26.8.2	210826603B	41214-000133	Sash lock	$0.60
W8W9E2-B3C	26.8.3	210826602A	41214-000140	Lock Frame	$0.50
W8W9E2-B3C		41599-000323	41599-000323	Filler Panel Kit (Black)	$10.00
W8W9E2-B3C		GSK8-15K	GSK8-15K	Window Foam Insulation Strips	$4.00
H25D44W	1	810703841		Water Bucket	$9.78
H25D44W	3	810703842		Handle of Water Bucket	$2.00
H25D44W	4	811317061		Foam of float	$0.30
H25D44W	5	810703884		Float	$1.68
H25D44W	11	810900236A		Humidity sensor	$15.76
H25D44W	13	814101882E		WIFI part	$15.78
H25D44W	23	810703844		Filter	$5.00
H25D44W	25	814101964		Cover of drainage hose	$1.00
H25D44W	29	810900307		Fixer of micro-switch	$5.60
H25D44W	32	1170100044		Fan motor capacitor	$5.68
H25D44W	39.1	210702984C		Caster	$3.00
H25D44W	40	810901308		Power cord	$5.22
H25D44W	45	810901110A		Sensor resistance	$5.00
H30D44W	1	810703841		Water Bucket	$9.78
H30D44W	3	810703842		Handle of Water Bucket	$2.00
H30D44W	4	811317061		Foam of float	$0.30
H30D44W	5	810703884		Float	$1.68
H30D44W	11	810900236A		Humidity sensor	$15.76
H30D44W	13	814101882E		WIFI part	$15.78
H30D44W	23	810703844		Filter	$5.00
H30D44W	25	814101964		Cover of drainage hose	$1.00
H30D44W	29	810900307		Fixer of micro-switch	$5.60
H30D44W	32	1170100044		Fan motor capacitor	$5.68
H30D44W	39.1	210702984C		Caster	$3.00
H30D44W	40	810901308		Power cord	$5.22
H30D44W	45	810901110A		Sensor resistance	$5.00
H30D44W		810901110A		Sensor resistance	$5.00
H50D44W	1	810703810		Water Bucket	$11.64
H50D44W	3	810701282		Handle of Water Bucket	$1.00
H50D44W	4	810700424		Foam of float	$1.00
H50D44W	5	81071800027C		Float	$2.32
H50D44W	9	1170100044		Fan motor capacitor	$5.68
H50D44W	14	814101882E		WIFI model	$15.78
H50D44W	18	810900236A		Humidity sensor	$15.76
H50D44W	30	810703808		Filter	$5.00
H50D44W	32	814101964		Cover of drainage hose	$1.00
H50D44W	36	810900307		Micro-switch	$5.60
H50D44W	40.1	210702984C		Caster	$3.00
H50D44W	45	810901110A		Sensor resistance	$5.00
H50D44W-CA	1	810703810		Water Bucket	$11.64
H50D44W-CA	3	810701282		Handle of Water Bucket	$1.00
H50D44W-CA	4	810700424		Foam of float	$1.00
H50D44W-CA	5	81071800027C		Float	$2.32
H50D44W-CA	9	1170100044		Fan motor capacitor	$5.68
H50D44W-CA	14	814101882E		WIFI model	$15.78
H50D44W-CA	18	810900236A		Humidity sensor	$15.76
H50D44W-CA	30	810703808		Filter	$5.00
H50D44W-CA	32	814101964		Cover of drainage hose	$1.00
H50D44W-CA	36	810900307		Micro-switch	$5.60
H50D44W-CA	40.1	210702984C		Caster	$3.00
H50D44W-CA	45	810901110A		Sensor resistance	$5.00
H10P36W-CA	24	1170100044		Fan motor capacitor	$5.68
H10P36W-CA	27	814101882B		WiFi Module	$10.00
H10P36W-CA	29	810900467		Power cord	$33.50
H10P36W-CA	40	810701299A		Cover of drainage hose	$1.30
H10P36W-CA	63	810703229		Exhaust Hose	$9.00
H10P36W-CA	64	810701997A		Hose inlet	$4.00
H10P36W-CA	65	810701090B		Hose outlet	$4.00
H10P36W-CA	66	810702945A		Window slider	$14.04
H10P36W-CA	67	810900614A		Remote Control	$9.81
H10P36W-CA	68	810703693B		Drain Tube	$2.00
H10P36W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H10P36W-CA	58-1	810701898B		Cover of stopper	$0.32
H10P36W-CA	58-2	810701900		Stopper	$2.00
H10P36W-CA	58-3	810701160		Caster	$3.92
H5P44W	6	81073600006		Air outlet grill	$2.00
H5P44W	19	810703288		Caster	$2.00
H5P44W	23	810701900		Stopper of bottom drainage	$2.00
H5P44W	36	810702945A		Window slider	$14.04
H5P44W	38	810701558B		Exhaust Hose	$9.00
H5P44W	39	810701090B		Hose outlet	$4.00
H5P44W	40	810701457B		Hose inlet	$4.00
H5P44W	41	810900614A		Remote Control	$9.81
H5P44W	44	810703693B		Drain Tube	$2.00
H5P44W	51	810900443B		Power cord	$34.36
H5P44W	56	81073600007		Filter, side	$5.00
H5P44W	57	81073600008		Filter, rear	$5.00
H5P44W	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H5P44W-CA	6	81073600006		Air outlet grill	$2.00
H5P44W-CA	19	810703288		Caster	$2.00
H5P44W-CA	23	810701900		Stopper of bottom drainage	$2.00
H5P44W-CA	36	810702945A		Window slider	$14.04
H5P44W-CA	38	810701558B		Exhaust Hose	$9.00
H5P44W-CA	39	810701090B		Hose outlet	$4.00
H5P44W-CA	40	810701457B		Hose inlet	$4.00
H5P44W-CA	41	810900614A		Remote Control	$9.81
H5P44W-CA	44	810703693B		Drain Tube	$2.00
H5P44W-CA	51	810900443B		Power cord	$34.36
H5P44W-CA	56	81073600007		Filter, side	$5.00
H5P44W-CA	57	81073600008		Filter, rear	$5.00
H5P44W-CA	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H7P38W-CA	4	810900225		Capacitor of compressor	$17.01
H7P38W-CA	10	1175032001B		Step motor	$21.60
H7P38W-CA	21	810703172B		Grill of evaporator	$5.00
H7P38W-CA	22	810703171		Filter of evaporator (Upper)	$8.00
H7P38W-CA	23	810701299A		Cover of drainage hose	$1.30
H7P38W-CA	24	810703170B		Grill of condensor	$5.00
H7P38W-CA	25	810703169		Filter of condenser (Lower)	$8.00
H7P38W-CA	28	814101882B		Module of WIFI	$10.00
H7P38W-CA	49	810701160		Caster	$3.92
H7P38W-CA	51	810701898B		Cover of drainage hose	$0.32
H7P38W-CA	52	810900468		Power Cord	$32.88
H7P38W-CA	64	810701997A		Hose inlet	$4.00
H7P38W-CA	65	810701090B		Hose outlet	$4.00
H7P38W-CA	66	810702945A		Window slider	$14.04
H7P38W-CA	67	810703229		Exhaust Hose	$9.00
H7P38W-CA	71	810703693B		Drain Tube	$2.00
H7P38W-CA	72	810900614A		Remote Control	$9.81
H7P38W-CA	99	GSK8-15K		Window Foam Insulation Strips	$4.00
H7P38W-CA		810701900		Stopper	$2.00
W5P93-4	6	81073600006		Air outlet grill	$2.00
W5P93-4	19	810703288		Caster	$2.00
W5P93-4	23	810701900		Stopper of bottom drainage	$2.00
W5P93-4	36	810702945A		Window slider	$14.04
W5P93-4	38	810701558B		Exhaust Hose	$9.00
W5P93-4	39	810701090B		Hose outlet	$4.00
W5P93-4	40	810701457B		Hose inlet	$4.00
W5P93-4	41	810900614A		Remote Control	$9.81
W5P93-4	44	810703693B		Drain Tube	$2.00
W5P93-4	56	81073600007		Filter, side	$5.00
W5P93-4	57	81073600008		Filter, rear	$5.00
W5P93-4	99	GSK5-6K		Window Foam Insulation Strips	$4.00
H10T9E1-ACA	29	210738272A	42008-000094	Air filter	$6.64
H10T9E1-ACA	31	210836767	41214-000275	In and out of the air grille	$10.00
H10T9E1-ACA	50	210901457C	22013-004958	Remote Controller	$7.96
H12T9E1-ACA	29	210738272A	42008-000094	Air filter	$6.64
H12T9E1-ACA	31	210836767	41214-000275	In and out of the air grille	$10.00
H12T9E1-ACA	50	210901457C	22013-004958	Remote Controller	$7.96
H8T9E1-ACA	29	210738272A	42008-000094	Air filter	$6.64
H8T9E1-ACA	31	210836767	41214-000275	In and out of the air grille	$10.00
H8T9E1-ACA	50	210901457C	22013-004958	Remote Controller	$7.96
H10W35W	1	41106-004212		Front Panel Assembly	$13.00
